date,open,high,low,close,volume,Index
2017-07-14,44.5054,44.971,44.4635,44.8872,1358796,HSBC
2017-07-17,44.9989,45.0222,44.8127,44.8313,722431,HSBC
2017-07-18,44.5427,44.7475,44.4775,44.7475,997749,HSBC
2017-07-19,44.794,44.8778,44.7009,44.794,1606980,HSBC
2017-07-20,44.7847,44.8592,44.7289,44.794,1490351,HSBC
2017-07-21,44.6358,44.673,44.3471,44.5613,1425371,HSBC
2017-07-24,44.7289,44.9803,44.5985,44.8965,1320178,HSBC
2017-07-25,45.9951,46.0882,45.7903,45.8275,2062691,HSBC
2017-07-26,45.7531,45.9858,45.6693,45.9579,1657228,HSBC
2017-07-27,46.0696,46.1297,45.5482,45.6879,1264463,HSBC
2017-07-28,45.2875,45.6227,45.227,45.5296,2270558,HSBC
2017-07-31,46.3955,46.7214,46.3024,46.6376,1976355,HSBC
2017-08-01,47.12,47.3645,47.0213,47.073,1029803,HSBC
2017-08-02,47.1106,47.214,46.9978,47.2046,1305611,HSBC
2017-08-03,47.0824,47.1764,46.9178,47.073,1187598,HSBC
2017-08-04,47.12,47.3645,47.0213,47.073,1029803,HSBC
2017-08-07,47.073,47.0824,46.8755,46.9413,622456,HSBC
2017-08-08,46.6874,46.9742,46.6592,46.8097,1180428,HSBC
2017-08-09,46.5558,46.8003,46.5182,46.7251,1406371,HSBC
2017-08-10,45.8317,45.8411,45.2958,45.3146,1671389,HSBC
2017-08-11,45.0231,45.1265,44.8359,44.9196,1403634,HSBC
2017-08-14,45.3898,45.4932,45.2864,45.2958,1085492,HSBC
2017-08-15,45.1171,45.1735,44.976,45.0513,920046,HSBC
2017-08-16,45.2581,45.3334,45.1171,45.1641,756948,HSBC
